Datetime,ID,Text,Target
2020-10-05 16:56:49,1313161229331058689,"RT @afagerbakke: 🇹🇷 Turkey telling 🇮🇱 Israel what to do. That's pretty rich! 

Before lecturing anyone Turkey should:

✅ Get out of norther…",1
2020-10-05 16:56:48,1313161228227932161,"RT @France24_en: 🇦🇲 ""#Armenia, and the Armenian people will back the people of #NagornoKarabakh. We cannot leave them undefended.""

Watch t…",0
2020-10-05 16:56:48,1313161226650779648,RT @ArzuJaeed: #Armenia proceeds to commit a #warcrime with a missile attack on Mingachevir. Thankfully our air defense system blocked it.…,1
2020-10-05 16:56:48,1313161226374057988,RT @BMurselova: Armenia government has once again proved that it is a #Terrorist by targeting civilians and facilities in Ganja! @UNHumanRi…,1
2020-10-05 16:56:47,1313161222737584133,@UNWatch @antonioguterres #AzerbaijaniAggression #StopAzerbaijaniAggression #StopAliyev #StopErdoghan #StopTurkey … https://t.co/8vkP7HDCsv,1
2020-10-05 16:56:46,1313161217234665475,RT @nellyhay_: support for armenia #ArtsakhStrong #Artsakh https://t.co/M2U7Igo6aD,0
2020-10-05 16:56:45,1313161215535976457,"RT @khalilvam: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched against Ganj…",0
2020-10-05 16:56:45,1313161215506558976,RT @RuslanAhad: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Mi…,1
2020-10-05 16:56:45,1313161214864875529,"2 schoolchildren,as members of one destroyed family,were killed by Armenian forces' attack to our shell village of… https://t.co/U9Z0QKd4fq",0
2020-10-05 16:56:45,1313161214579572743,"RT @JHeydarov: Here is the real face of armenia!
#TERRORISTARMENIA 
#Armenianagression https://t.co/PNlUERJjSc",1
2020-10-05 16:56:45,1313161214474825730,War against Artsakh and Armenia is a war against civilization. #artsakhstrong #haghteluenq🙏💪🇦🇲 https://t.co/pejgpxHl6U,0
2020-10-05 16:56:45,1313161212905967619,"RT @FrontalAssault1: In a major development, Israeli President has spoken with his Armenian counterpart today. Israel has been supporting A…",0
2020-10-05 16:56:44,1313161211437957120,RT @nnnagieva: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Min…,1
2020-10-05 16:56:44,1313161210494418945,"RT @afgan_ajdaroglu: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of N…",1
2020-10-05 16:56:44,1313161208443203585,RT @TarekFatah: #Armenia supporters shut down Hollywood traffic; demand US support in conflict with #Azerbaijan https://t.co/fgWD4r9UGv,0
2020-10-05 16:56:44,1313161208418230273,RT @JafarzadeFatima: Elton John said he want peace for Armenia.Go open the map!See Karabakh belongs the territory of Azerbaijan!Where were…,0
2020-10-05 16:56:43,1313161207403012096,"RT @Reuters: Nagorno-Karabakh said Azeri forces launched rocket strikes on its administrative center, Stepanakert, while Azerbaijan said Ar…",0
2020-10-05 16:56:42,1313161202961444865,"RT @razminfo: Hikmet Hajiyev, Ilham Aliyev's aid announced that #Azerbaijan was shelled from the #Armenia'n territory.
However, fire direct…",1
2020-10-05 16:56:42,1313161202265137153,RT @ishaantharoor: My latest: The war in the Caucasus could turn into a regional calamity https://t.co/G5hhhgbyWR,1
2020-10-05 16:56:42,1313161201602494464,"RT @AvinyanTigran: Since the first day of the AZ aggression, the #Azerbaijan'i forces have been targeting the settlements &amp; civ. infrastruc…",1
2020-10-05 16:56:42,1313161200591671296,"RT @Nargila96817917: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched agains…",1
2020-10-05 16:56:41,1313161199425646594,"RT @LukeDCoffey: 🚨Azerbaijani cities of Ganja &amp; Mingachevir under attack *again* by Armenia. Both cities are far from the frontlines. 

✔️G…",1
2020-10-05 16:56:41,1313161198884532224,RT @ceyhun1878: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Mi…,0
2020-10-05 16:56:41,1313161198733602816,"RT @HikmetHajiyev: Intensive missile/rocket attacks by Armenia against Ganja, Mingachevir, Barda,Tartar and other major cities of Azerbaija…",0
2020-10-05 16:56:41,1313161197496172546,"RT @raffiniziblian: Dear world, stop worrying &amp; telling us how concerning this war is. Please act! Call out #Erdogan &amp; demand that he leave…",0
2020-10-05 16:56:40,1313161193440391169,"RT @HikmetHajiyev: NOW: Armenian armed forces are attacking densely populated civilian areas in Ganja, Barda, Beylagan and some other citie…",0
2020-10-05 16:56:40,1313161192551206918,RT @artak2020: Correspondent of Armenia TV Company Norayr Hovsepyan rescued an old women during Stepanakert bombing. Here is an example whe…,1
2020-10-05 16:56:39,1313161189451599872,RT @UNWatch: 🇹🇷 Turkey’s illegal practice of sending Syrian mercenaries to fight in the Eastern Mediterranean and Nagorno-Karabakh has been…,0
2020-10-05 16:56:39,1313161189128654849,"RT @royalmehdizade: ❗️Ganja city of Azerbaijan (500,000 residents), 60 km from the frontline with Armenia is being under missile attack fro…",1
2020-10-05 16:56:39,1313161189040566272,"RT @JujoshiP: #GenevaConventions
This thread is about #ArmenianAgression 
#KarabakhisAzerbaijan
1. Nagorno-Karabakh is not a disputed terri…",0
2020-10-05 16:56:38,1313161184082825216,"@FRANCE24 reporting live from Barda city, Azerbaijan, proving the violent and criminal acts of #Armenia and its mil… https://t.co/T9HqIsGWEl",1
2020-10-05 16:56:38,1313161183340498948,"RT @ArmenianUnified: Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been targeting…",0
2020-10-05 16:56:37,1313161180589035525,"@aytacrustamli 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our… https://t.co/fZojkwkLzX",0
2020-10-05 16:56:37,1313161180463034368,"RT @ArmenianUnified: Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been targeting…",0
2020-10-05 16:56:37,1313161179787862019,"RT @ShStepanyan: Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been targeting the…",1
2020-10-05 16:56:37,1313161179754360832,"RT @ANNALVAREZG: Recomienda que Armenia y Azerbaijan resuelvan el conflicto pacíficamente, mientras en su país hace trizas el acuerdo de pa…",0
2020-10-05 16:56:36,1313161178537811968,RT @spideykoook: I am asking all of you to show your support to Azerbaijan and Azerbaijani people. Armenia is committing war crimes against…,0
2020-10-05 16:56:36,1313161177439010816,"RT @LAbdullayevaMFA: #Civillian targets of #Azerbaijan far away from the conflict zone under #Armenia's shelling! 🔥

Gross violations of al…",0
2020-10-05 16:56:36,1313161176998608900,"RT @ArmenianUnified: Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been targeting…",1
2020-10-05 16:56:36,1313161176759574529,@TarekFatah #Nagorno_Karabakh is #Azerbajian land #Armenia should stop crying wolf.,1
2020-10-05 16:56:36,1313161176184950785,RT @matthewcassel: My crew and I just left Nagorno-Karabakh where there’s been four days of non-stop bombardment of the capital Stepanakert…,0
2020-10-05 16:56:36,1313161175375450114,"RT @Serg1__: Dear friends, Armenians and especially friends from abroad, if you want to support Armenia, the best way is to donate and enco…",1
2020-10-05 16:56:36,1313161174788247552,RT @ulkermuradzadeh: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block…,0
2020-10-05 16:56:35,1313161171894185985,Proof of Armenia's delibarate and targeted attack against critical civilian infrastructure of Azerbaijan. #Missile… https://t.co/F0XK2T3mgc,1
2020-10-05 16:56:35,1313161170975588352,"RT @khadijagsmva: Armenia has started an open war! Bombing the civilians of Azerbaijan, which has nothing to do with Nagorno-Karabakh! Why…",0
2020-10-05 16:56:34,1313161170149408768,"RT @TrkofAnatolia: Breaking News...

Armenia bombed civilians in Ganja again. 
Why don't international organizations stop this terror?",1
2020-10-05 16:56:34,1313161169545330688,RT @nxco_oye: ARTSAKH IS ARMENIA 🇦🇲 #ArtsakhStrong #ArtsakhIsArmenia,0
2020-10-05 16:56:34,1313161166114283520,"RT @aldin_ww: Clearest video so far showing #Azerbaijan use of #cluster munition on #Stepanakert, #NagornoKarabakh.
#Armenia https://t.co/o…",1
2020-10-05 16:56:33,1313161165749583874,RT @ishaantharoor: My latest: The war in the Caucasus could turn into a regional calamity https://t.co/G5hhhgbyWR,1
2020-10-05 16:56:33,1313161163731992576,RT @EnemySlayer24_7: Big Breaking: According to reports Russian private military contractor on way to fight in Nagarno Karabakh region from…,0
2020-10-05 16:56:33,1313161163434332162,"We were always told as kids this day would come. I always prayed it wouldn’t. https://t.co/0o7dKfaScp 

Please spea… https://t.co/eP3HepvXg1",0
2020-10-05 16:56:32,1313161160796123137,Armenia must immediately stop this treacherous step and withdraw unconditionally from the occupied Nagorno-Karabakh… https://t.co/xm0HmMSiv3,1
2020-10-05 16:56:32,1313161160724709377,"RT @Nargila96817917: Armenia attacks the city of Ganja, bomb houses and shoot innocent civilians. We call on the entire world community to…",1
2020-10-05 16:56:32,1313161158468210688,"RT @azembassyus: Fact sheet on #Armenia’s latest attacks on #Azerbaijan 

More ⬇️⬇️⬇️

https://t.co/QIkU7FW50t https://t.co/eGOg6GMgGT",0
2020-10-05 16:56:32,1313161158426320902,RT @Kornelij: If you whish to help #Armenia and #Artsakh in the war against terrorists from #Turkey and #Azerbaijan donate to https://t.co/…,1
2020-10-05 16:56:32,1313161158308790274,"RT @HamdiRifaiJD: Armenia's glorification of a Nazi collaborator has gone unnoticed 

Germany’s Bundestag passed a resolution qualifying Ar…",0
2020-10-05 16:56:31,1313161157524545536,"RT @LAbdullayevaMFA: If you #attack residential neighborhoods of the city for 2 days in a row, it means your target is not the military but…",0
2020-10-05 16:56:31,1313161155343335424,"While I was driving to work today, I noticed a lady following me and she kept staring at the flag on my trunk so I… https://t.co/NaAAfLOHcr",0
2020-10-05 16:56:30,1313161150624927747,"RT @TRTWorldNow: International community stayed silent during occupation of Karabakh, massacres by Armenia – Turkish President Erdogan http…",0
2020-10-05 16:56:30,1313161150440321024,"2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village o… https://t.co/PpIMa9BKej",1
2020-10-05 16:56:30,1313161149756715016,@mamertolandia1 @tc_jnovik @Eric16033952 @LHINMOB @Julianydholaa @elcuchoanticmun @Felipe75913733 @Alejo_R300… https://t.co/fXNKDorRGN,1
2020-10-05 16:56:29,1313161148649345025,RT @gyullua: We urge Armenia to stop violence and occupation in the internationally recognized territories of Azerbaijan‼️ #KarabakhisAzerb…,1
2020-10-05 16:56:29,1313161145826541574,RT @nnnagieva: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Min…,1
2020-10-05 16:56:29,1313161145507819521,RT @ADR_XXI: Tremendous support for the liberation of #NagornoKarabakh from all ethnic groups living in Azerbaijan. Because Armenia=Armenia…,0
2020-10-05 16:56:28,1313161142764699654,RT @BabakTaghvaee1: #BREAKING: #Azerbaijan uses banned munitions against #Armenia's city of #Stepanakert in #Artsakh/#NagornoKarabakh. They…,0
2020-10-05 16:56:27,1313161140382380034,"RT @Naile_Mecidova: Armenia attacks the city of Ganja, bomb houses and shoot innocent civilians. We call on the entire world community to c…",0
2020-10-05 16:56:27,1313161138528555008,"RT @ArmenianUnified: Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been targeting…",0
2020-10-05 16:56:27,1313161137157033984,"RT @AzDelUnesco: #Armenia's irresponsible and massive missile attack with cluster ammunition to #Ganja city of #Azerbaijan. 
Missiles launc…",0
2020-10-05 16:56:26,1313161135445680128,"RT @laradiodelsur: Revelados: Azerbaiyán y Armenia  ¿una guerra por petróleo?
https://t.co/1qdaeK4PYc",0
2020-10-05 16:56:26,1313161133595992064,"RT @LukeDCoffey: 🚨Azerbaijani cities of Ganja &amp; Mingachevir under attack *again* by Armenia. Both cities are far from the frontlines. 

✔️G…",0
2020-10-05 16:56:25,1313161131574267904,"RT @simonforco: Azerbaijan’s dictator sends Syrian mercenaries to the frontline, while Armenia’s democratically elected Prime Minister send…",1
2020-10-05 16:56:25,1313161128445386752,RT @HikmetHajiyev: Armenia's state terror against Azerbaijani civilians continues. Minutes ago Armenia's armed forces launched missile atta…,0
2020-10-05 16:56:23,1313161123739381764,RT @UNWatch: 🇹🇷 Turkey’s illegal practice of sending Syrian mercenaries to fight in the Eastern Mediterranean and Nagorno-Karabakh has been…,0
2020-10-05 16:56:23,1313161121810059264,"RT @laderechamedios: 🇦🇲 | #Armenia: cientos de miles de civiles se unen al Ejército Nacional para defender su país, su religión, su cultura…",1
2020-10-05 16:56:23,1313161121574973441,RT @sjshouta: fuck trump. he just sent $100 million in aid to azerbaijian. he is supporting people with genocidal tactics that want to kill…,1
2020-10-05 16:56:22,1313161119662518276,RT @MayorOfLA: L.A. is proud to be home to the largest Armenian diaspora. We stand with the people of Armenia. I urge our leaders in Washin…,0
2020-10-05 16:56:22,1313161118601404418,"RT @AJafarly: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched against Ganja…",0
2020-10-05 16:56:22,1313161116814630913,RT @xalidamustafa: An 8-year-old girl was injured in the shelling of Ganja by Armenia. One person was killed and 32 were wounded in the she…,0
2020-10-05 16:56:22,1313161116634226688,"RT @LAbdullayevaMFA: #Civillian targets of #Azerbaijan far away from the conflict zone under #Armenia's shelling! 🔥

Gross violations of al…",1
2020-10-05 16:56:22,1313161116193894402,"RT @will_pulido: 1/3 🇦🇲Con el Tratado de Sevres, se creó una Gran #Armenia, por presiones del presidente Wilson. El terrible genocidio arme…",0
2020-10-05 16:56:22,1313161115875016705,RT @ceyhun1878: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in Mi…,1
2020-10-05 16:56:21,1313161113857658880,RT @PauloBotta_1974: Irán (chiita) apoya a Armenia (cristiano)frente a Azerbaiyan (chiita) que cuenta con el apoyo de Israel (judío) y Turq…,0
2020-10-05 16:56:21,1313161112402173953,RT @Aziza78847941: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in…,0
2020-10-05 16:56:21,1313161112129601540,RT @_MediumKevin: NPR uses image of Stepanakert shelling in article about missile in Ganja that doesn't name or mention shelling in Stepana…,1
2020-10-05 16:56:21,1313161112066699268,"RT @andreasmoun: 🔲Elton #John calls attention to #Azerbaijani-#Turkish aggression against #Artsakh 

⏩“I am joining others today posting a…",0
2020-10-05 16:56:20,1313161109332004865,"RT @JAdomian: BREAKING NEWS on CNN! (as long as it’s not the weeklong war of terrorism being waged against Armenia and Artsakh)

#DefendArm…",0
2020-10-05 16:56:20,1313161107406807041,"RT @Floukhmoe: Good morning, I just wanna say that I support Armenia with all my heart .🇦🇲🇦🇲🇦🇲🇪🇬",1
2020-10-05 16:56:19,1313161106504982528,RT @MehribanZahid: We ran into an Armenian family in Mexico last summer. They heard me speak Azeri. “we r from Armenia”. It took 3 mins for…,0
2020-10-05 16:56:19,1313161105141903365,"RT @Magooa_: Hikmet Hajiyev, spokesman for the Azerbaijani Presidency, twitted: “Indiscriminate Missile attacks are launched against Ganja,…",0
2020-10-05 16:56:19,1313161103845752836,"RT @ManeAdamian: ❗️🇦🇲🇪🇺
48 Members of the European Parliament sent a letter to @JosepBorrellF condemning #Azerbaijan's aggression against #…",0
2020-10-05 16:56:19,1313161103531155456,RT @MayorOfLA: L.A. is proud to be home to the largest Armenian diaspora. We stand with the people of Armenia. I urge our leaders in Washin…,0
2020-10-05 16:56:18,1313161102101041158,RT @UNWatch: 🇹🇷 Turkey’s illegal practice of sending Syrian mercenaries to fight in the Eastern Mediterranean and Nagorno-Karabakh has been…,1
2020-10-05 16:56:18,1313161101442310146,RT @TarekFatah: #Armenia supporters shut down Hollywood traffic; demand US support in conflict with #Azerbaijan https://t.co/fgWD4r9UGv,1
2020-10-05 16:56:18,1313161101178146816,RT @matthewcassel: My crew and I just left Nagorno-Karabakh where there’s been four days of non-stop bombardment of the capital Stepanakert…,1
2020-10-05 16:56:18,1313161099819339777,"RT @Finanzas_Times: GUERRA 🇦🇿 #Azerbaiyán 🇦🇲 #Armenia 

Bombardeo sobre #Stepanakert #Artsaj https://t.co/aZS7Ga9HNH",1
2020-10-05 16:56:17,1313161098556735493,"RT @hasanzadehtm: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Naph…",0
2020-10-05 16:56:17,1313161098028343304,"RT @France24_en: 🇦🇲 ""#Armenia, and the Armenian people will back the people of #NagornoKarabakh. We cannot leave them undefended.""

Watch t…",0
2020-10-05 16:56:17,1313161097319309312,RT @JamieKennedy: I don’t know what is going on in Armenia. But I did a movie there and it was one of the most peaceful memories of my film…,0
2020-10-05 16:56:16,1313161093250904064,"🇦🇲

DONATE!
PLEASE DONATE!

Any currency you want to donate (AMD, EURO, USD, RUB)

Any amount you can donate

PLEAS… https://t.co/M06Yp7Pfah",1
2020-10-05 16:56:16,1313161092152152065,RT @UNWatch: 🇹🇷 Turkey’s illegal practice of sending Syrian mercenaries to fight in the Eastern Mediterranean and Nagorno-Karabakh has been…,0
2020-10-05 16:56:16,1313161090705100800,RT @ADR_XXI: Tremendous support for the liberation of #NagornoKarabakh from all ethnic groups living in Azerbaijan. Because Armenia=Armenia…,0
2020-10-05 16:56:16,1313161090679922689,RT @AlasgarovNamig: Armenia government has once again proved that it is a #Terrorist by targeting civilians and facilities in Ganja!@UNHuma…,0
2020-10-05 16:56:15,1313161090457579520,"RT @NMelikjanyan: @AvinyanTigran Armenia is fighting against Turkey, Azerbaijan, islamists brought specially to kill Armenian people in Art…",1
2020-10-05 16:56:15,1313161088750452736,"RT @Magooa_: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Naphtalan…",0
2020-10-05 16:56:15,1313161087798448129,"RT @kavakian9: In response to today's attack, Armenian Independence Day &amp; the President of the @UN being a Turkish man who openly denies th…",1
2020-10-05 16:56:15,1313161087546724356,"RT @France24_en: 🇦🇲 ""#Armenia, and the Armenian people will back the people of #NagornoKarabakh. We cannot leave them undefended.""

Watch t…",0
2020-10-05 16:56:14,1313161085562871810,"@CNN Since the very first day of the aggression unleashed by #Azerbaijan, the Azerbaijani Armed Forces have been ta… https://t.co/nT5NBRSnW5",0
2020-10-05 16:56:14,1313161084778491904,RT @NasimiAghayev: Targeting #civilians in a war is a serious #WarCrime. #Armenia must be held responsible. #StopPashinyan #StopArmenianAgg…,1
2020-10-05 16:56:14,1313161083746684932,"RT @nazringadimova: Is compromise between #Azerbaijan and #Armenia possible? Very unlikely and the reason lies (partially, or mostly) in so…",1
2020-10-05 16:56:13,1313161080399704067,"RT @SadigovaFidan: 2 schoolchildren,as members of one destroyed family,were killed by Armenian forces' attack to our shell village of Napht…",0
2020-10-05 16:56:13,1313161080164802561,RT @JalaAliyeva: Armenia’s attacking Absheron regions which is very close to the capital of Azerbaijan and far away from frontline! Armenia…,1
2020-10-05 16:56:13,1313161079430819840,RT @ayantheynalli: Proof of Armenia's deliberate and targeted attack against critical civilian infrastructure of Azerbaijan. #Missile lande…,0
2020-10-05 16:56:13,1313161078747074562,"@HikmetHajiyev If  Azerbaijan or Turkey sent even a single missile, those  ""civilised"" western countries would shou… https://t.co/3er8hDzLNs",0
2020-10-05 16:56:13,1313161078327705600,RT @KarimiGunel: Proof of Armenia's deliberate and targeted attack against critical civilian infrastructure of Azerbaijan. #Missile landed…,0
2020-10-05 16:56:12,1313161076654006272,RT @thisisnesessery: Armenian youth organized a massive protest in Los Angeles tonight to tell the people of Artsakh and Armenia that we st…,0
2020-10-05 16:56:12,1313161075471208449,RT @SethAbramson: Doctors now say that—based on Trump's treatment—he may not be in a position to make decisions impacting national security…,1
2020-10-05 16:56:12,1313161074032640003,RT @HariRobson1997: https://t.co/a2Aoo7hKuV,1
2020-10-05 16:56:11,1313161071805566976,"@khan_erlik @guyelster For a landlocked country with half its borders closed for nearly three decades, I'd say we'r… https://t.co/6uYViBsRVc",0
2020-10-05 16:56:11,1313161071058878466,"RT @LukeDCoffey: 🚨Azerbaijani cities of Ganja &amp; Mingachevir under attack *again* by Armenia. Both cities are far from the frontlines. 

✔️G…",1
2020-10-05 16:56:11,1313161070194950146,RT @SalvaModarres: If you are someone like me that really needs to understand Why Armenia and Azerbaijan are fighting and what are the impl…,0
2020-10-05 16:56:11,1313161070186561536,"RT @NargizSakin: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Napht…",1
2020-10-05 16:56:11,1313161070136221699,"RT @DrAlmammadov: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Naph…",0
2020-10-05 16:56:10,1313161068416466945,"RT @azer_imanzade: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Nap…",1
2020-10-05 16:56:10,1313161067938353154,"@Conflicts There is no any “Republic of Artsakh”, it exists only in dreams of the Muscovites and their puppets from Armenia",1
2020-10-05 16:56:10,1313161067061817345,RT @sariyyahva_17: Armenia government has once again proved that it is a #Terrorist by targeting civilians and facilities in Ganja! @UNHuma…,0
2020-10-05 16:56:10,1313161066369646600,"RT @hasanunal1920: Indiscriminate shelling of civilian settlements, especially those far away from the frontline is a clear war crime &amp; the…",1
2020-10-05 16:56:10,1313161065736400897,"RT @RojavaIC: ""Why would we travel abroad when we are fighting Turkish attacks on the frontline right here?"", a commander in SDF's Armenian…",0
2020-10-05 16:56:09,1313161065002303490,RT @Aziza78847941: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block in…,1
2020-10-05 16:56:09,1313161063752437760,RT @TanielShant: #Armenia PM @NikolPashinyan address today “hours ago the Defense Army of #Artsakh implemented an active counter attack ope…,0
2020-10-05 16:56:09,1313161062951329794,"RT @ceyhun1878: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Naphta…",1
2020-10-05 16:56:09,1313161062410326018,"RT @HikmetHajiyev: NOW: Armenian armed forces are attacking densely populated civilian areas in Ganja, Barda, Beylagan and some other citie…",0
2020-10-05 16:56:09,1313161061915394048,"RT @shaehla: 2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village of Naphtalan…",0
2020-10-05 16:56:08,1313161060938022912,"RT @can_azerbaycan: #Barbarism and #Vandalism!
#Armenia is retaliating, attacking and bombing civil infrastructures,the cities that are awa…",1
2020-10-05 16:56:08,1313161060187242497,"2 schoolchildren,as  members of one destroyed family,were killed  by Armenian forces' attack to our shell village o… https://t.co/IiZrRkZgXq",1
2020-10-05 16:56:08,1313161057209384963,"On the initiative of MEP @loucas_fourlas, 48 members of the European Parliament sent a letter to the HR/VP of the E… https://t.co/eH3iraoggp",1
2020-10-05 16:56:08,1313161057058291712,"RT @France24_en: 🇦🇲 ""#Armenia, and the Armenian people will back the people of #NagornoKarabakh. We cannot leave them undefended.""

Watch t…",1
2020-10-05 16:56:07,1313161055275823104,"@NotWoofers Ah really? interesting I don't think Armenia can afford Wagner, they got very expansive recently.",1
2020-10-05 16:56:07,1313161055208722434,RT @anarakhund: One thing MUST be clear. This is not a war to exterminate Armenians. This is nonsense. Azerbaijan is simply doing what intl…,1
2020-10-05 16:56:07,1313161055112179712,RT @ulkermuradzadeh: Evidence of Armenia's attack on Azerbaijan's critical civilian infrastructure. The rocket landed near the power block…,0
2020-10-05 16:56:06,1313161050968055809,"RT @cnni: Armenia and Azerbaijan accused each other Monday of further missile and rocket attacks against civilian populations, as the newly…",1
2020-10-05 16:56:06,1313161050464940033,"RT @HikmetHajiyev: NOW: Armenian armed forces are attacking densely populated civilian areas in Ganja, Barda, Beylagan and some other citie…",1
2020-10-05 16:56:06,1313161049948987394,"RT @trtworld: Armenia continues to launch missile attacks targeting civilian settlements in the Azerbaijani cities of Beylagan, Barda and T…",1
2020-10-05 16:56:06,1313161049932263424,"RT @can_azerbaycan: #Barbarism and #Vandalism!
#Armenia is retaliating, attacking and bombing civil infrastructures,the cities that are awa…",1
2020-10-05 16:56:05,1313161046324961280,RT @TarekFatah: #Armenia supporters shut down Hollywood traffic; demand US support in conflict with #Azerbaijan https://t.co/fgWD4r9UGv,1
